Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Agency Description,Color Description,Body Style Description
4276526881,02/05/2016,1718,,,CA,201701,,TOYT,PA,BL,7545 RESEDA BL,00310,53,21211B,BLK BIKE PATH OR LAN,93,6399590.2,,,
4276700271,02/05/2016,520,,,CA,201609,,HOND,VN,SL,4661 EAGLE ROCK BLVD,00611,56,21211B,BLK BIKE PATH OR LAN,93,6495950.5,,,
4276784050,02/05/2016,1833,,,CA,201606,,TOYT,PA,BL,7317 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784061,02/05/2016,1835,,,CA,201608,,CHEV,PA,BL,7317 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784072,02/05/2016,1837,,,CA,201606,,DODG,VN,WT,7317 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784083,02/05/2016,1840,,,OK,,,FRHT,TK,WT,7371 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784094,02/05/2016,1846,,,CA,201701,,HOND,PA,WT,7623 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784105,02/05/2016,1855,,,CA,201603,,CHRY,PA,WT,8534 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6465350.6,,,
4276784116,02/05/2016,1902,,,CA,201602,,FORD,PA,SL,8324 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784120,02/05/2016,1906,,,CA,201604,,CHEV,PA,GY,8256 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784131,02/05/2016,1908,,,CA,201610,,CHEV,PA,RD,8256 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784142,02/05/2016,1910,,,CA,201606,,CHRY,PA,GY,8290 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784164,02/05/2016,1918,,,CA,201701,,HOND,PA,GY,7780 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784175,02/05/2016,1923,,,CA,,,INFI,PA,WT,7794 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784186,02/05/2016,1935,,,CA,201612,,NISS,PA,WT,7636 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276523915,02/08/2016,1915,,,CA,201607,,TOYT,PA,GO,12101 CHANDLER BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6441729.1,,,
4276523926,02/08/2016,1925,,,CA,201611,,LEXS,PA,BK,4513 WOODMAN AVE,00315,53,21211B,BLK BIKE PATH OR LAN,93,6431199.8,,,
4276661410,02/08/2016,1911,,,CA,201606,,FRHT,TK,PR,7843 WOODLEY AVENUE,00310,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276661421,02/08/2016,1935,,,CA,,,OTHR,TR,WT,7453 WHITE OAK AVENUE,00310,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784315,02/08/2016,1653,,,CA,201509,,TOYT,PA,WT,13074 VAN NUYS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784385,02/08/2016,1833,,,CA,201603,,FRHT,TK,WT,13071 VAN NUYS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6435450,,,
4276784481,02/08/2016,2238,,,CA,201604,,FORD,PA,BK,7521 LANKERSHIM BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444421,,,
4276784492,02/08/2016,2242,,,CA,201601,,DODG,PU,SL,7545 LANKERSHIM BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444421.6,,,
4275604690,02/09/2016,1449,,,CA,201604,,JEEP,PA,WT,9411 WOODMAN AVE,00334,53,21211B,BLK BIKE PATH OR LAN,93,6427406.9,,,
4276150826,02/09/2016,1243,,,CA,,,OTHR,VN,WT,1361 SUNSET BLVD,00674,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276456310,02/09/2016,1838,,,CA,5,,HOND,PA,GY,3612 W SUNSET BLVD,00403,54,21211B,BLK BIKE PATH OR LAN,93,6477776.9,,,
4276784551,02/09/2016,1846,,,CA,201609,,CHEV,PA,TU,13072 VAN NUYS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784562,02/09/2016,1903,,,CA,201607,,TOYT,PA,OR,13072 FOOTHILL FREEWAY,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784573,02/09/2016,1908,,,CA,201605,,BMW,PA,GY,8534 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6465350.6,,,
4276784584,02/09/2016,1916,,,CA,,,CHEV,PU,GY,7736 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784595,02/09/2016,1917,,,AZ,,,GMC,VN,WT,7736 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784606,02/09/2016,1922,,,CA,201608,,LEXS,PA,WT,7550 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784610,02/09/2016,1932,,,CA,201608,,CHEV,PA,GY,7333 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784735,02/09/2016,2146,,,CA,201611,,GMC,PU,BK,8421 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276784750,02/09/2016,2258,,,CA,201602,,FORD,PA,GY,7430 LANKERSHIM BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277123060,02/09/2016,1703,,,CA,201610,,MAZD,PA,BK,3815 SUNSET BLVD,00403,54,21211B,BLK BIKE PATH OR LAN,93,6477216.5,,,
4277304076,02/09/2016,2231,,,CA,201607,,HOND,PA,BL,7300 LANKERSHIM BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277188145,02/08/2016,2314,,,CA,,,BMW,PA,WT,12633 BURBANK BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6438247.9,,,
4276588363,02/10/2016,1255,,,CA,201603,,FORD,CM,WT,601 EAST 3RD STREET,00651,56,21211B,BLK BIKE PATH OR LAN,93,6489095.5,,,
4277188263,02/09/2016,2316,,,CA,201602,,FORD,TK,WT,6652 LANKERSHIM BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6444399.2,,,
4277188543,02/10/2016,2148,,,CA,201606,,CADI,PA,SL,13800 MOORPARK ST,00309,53,21211B,BLK BIKE PATH OR LAN,93,6430400.1,,,
4268549364,02/10/2016,2328,,,CA,,,OTHR,BU,WT,8638 WOODMAN AVENUE,00319,53,21211B,BLK BIKE PATH OR LAN,93,6430634.7,,,
4276015424,02/11/2016,1103,,,CA,201604,,CHRY,PA,WT,17744 PLUMMER ST,00383,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276151132,02/11/2016,1016,,,CA,,,OLDS,VN,BN,5125 YORK BLVD,00672,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4272426922,02/12/2016,1445,,,CA,201602,,DODG,PU,WT,18985 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4274667563,02/12/2016,1345,,,CA,201609,,CHRY,PA,BK,11800 SAN VICENTE BL,00404,51,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276605664,02/12/2016,923,,,CA,201609,,CADI,PU,WT,3400 MISSION ROAD N,00673,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277162960,02/12/2016,1148,,,CA,,,DODG,TR,WT,12755 BURBANK BLVD,00373,53,21211B,BLK BIKE PATH OR LAN,93,6437505.4,,,
4277582083,02/12/2016,1746,,,CA,201606,,TOYT,PU,RD,7300 LANKERSHIM BLVD,316,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277582094,02/12/2016,1748,,,CA,201609,,CHRY,PA,BL,7300 LANKERSHIM BLVD,316,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277582105,02/12/2016,1752,,,CA,201602,,FORD,TK,WT,7350 LANKERSHIM BLVD,316,53,21211B,BLK BIKE PATH OR LAN,93,6444416.7,,,
4277582164,02/12/2016,2115,,,CA,201602,,FORD,PA,MR,7200 VINELAND AVE,316,53,21211B,BLK BIKE PATH OR LAN,93,6449694.6,,,
4276785461,02/14/2016,1736,,,CA,201610,,FORD,PU,GY,7300 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785472,02/14/2016,1743,,,CA,,,FORD,PA,BK,8307 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785505,02/14/2016,1823,,,CA,201602,,TOYT,PA,WT,12969 VAN NUYS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6436154.9,,,
4276785516,02/14/2016,1825,,,CA,201603,,HOND,VN,GY,12965 VAN NUYS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785531,02/14/2016,1830,,,CA,201604,,HOND,PA,GY,13071 VAN NUYS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6435450,,,
4276785575,02/14/2016,2252,,,CA,201608,,CHEV,PA,SL,15150 DEVONSHIRE STREET,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785586,02/14/2016,2255,,,CA,201607,,TOYT,PA,GY,15150 DEVONSHIRE STREET,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276760854,02/16/2016,1257,,,CA,201601,,BMW,PA,WT,100 FIGUEROA ST N,00631,56,21211B,BLK BIKE PATH OR LAN,93,6485346.1,,,
4276785796,02/16/2016,2142,,,CA,201701,,FORD,PU,WT,8120 WHITE OAK AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785800,02/16/2016,2242,,,CA,201605,,TOYT,PA,WT,7714 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785811,02/16/2016,2250,,,CA,201608,,CHEV,PA,WT,8844 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785822,02/16/2016,2252,,,CA,201608,,CHEV,VN,WT,8832 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276785833,02/16/2016,2253,,,CA,201607,,BMW,PA,WT,8826 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,6389059.6,,,
4276785844,02/16/2016,2255,,,CA,201701,,TOYT,PA,GY,8820 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277319325,02/16/2016,1829,,,CA,,,INFI,PA,BL,13246 RIVERSIDE DR,00309,53,21211B,BLK BIKE PATH OR LAN,93,6434099,,,
4276785855,02/16/2016,2306,,,CA,201611,,LINC,PA,GY,6845 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,6389006.6,,,
4276785866,02/16/2016,2310,,,CA,201609,,FORD,PU,GY,6845 WINNETKA AVENUE,00321,53,21211B,BLK BIKE PATH OR LAN,93,6389006.6,,,
4277582470,02/16/2016,1707,,,CA,201604,,HOND,PA,GY,4048 TUJUNGA AVE,00315,53,21211B,BLK BIKE PATH OR LAN,93,6446997.3,,,
4277582654,02/16/2016,2131,,,CA,201606,,TOYT,PU,WT,6542 LANKERSHIM BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6444395.9,,,
4276173790,02/18/2016,1201,,,CA,201604,,FORD,PA,SL,11754 SAN VICENTE BL,00404,51,21211B,BLK BIKE PATH OR LAN,93,6419697.4,,,
4276173985,02/18/2016,1546,,,CA,201611,,BMW,PA,SL,11726 SAN VICENTE BL,00404,51,21211B,BLK BIKE PATH OR LAN,93,6419384.5,,,
4276658400,02/18/2016,1201,,,CA,201701,,FORD,CM,WT,7300 LANKERSHIM BLVD,00396,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4276658411,02/18/2016,1204,,,CA,201604,,TOYT,PA,GY,7350 LANKERSHIM BLVD,00396,53,21211B,BLK BIKE PATH OR LAN,93,6444416.7,,,
4277498411,02/18/2016,234,,,CA,201611,,SUBA,PA,WT,1450 SUNSET AVE,00600,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277574066,02/18/2016,2047,,,CA,201606,,TOYT,VN,WT,6935 WINNETKA AVENUE,00310,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277574070,02/18/2016,2053,,,CA,201702,,LINC,PA,WT,6845 WINNETKA AVENUE,00310,53,21211B,BLK BIKE PATH OR LAN,93,6389006.6,,,
4277574081,02/18/2016,2055,,,CA,201609,,CADI,PA,BN,6845 WINNETKA AVENUE,00310,53,21211B,BLK BIKE PATH OR LAN,93,6389006.6,,,
4277574092,02/18/2016,2108,,,CA,201606,,CHEV,PA,GY,8832 WINNETKA AVENUE,00310,53,21211B,BLK BIKE PATH OR LAN,93,6389059.8,,,
4277582816,02/17/2016,2011,,,CA,201604,,CHEV,PA,BL,21507 SHERMAN WAY,00321,53,21211B,BLK BIKE PATH OR LAN,93,6380517,,,
4277582820,02/17/2016,2014,,,CA,,,CHEV,PU,BK,21511 SHERMAN WAY,00321,53,21211B,BLK BIKE PATH OR LAN,93,6380501.5,,,
4277582842,02/17/2016,2200,,,CA,201610,,HOND,PA,GY,23580 VICTORY BLVD,00321,53,21211B,BLK BIKE PATH OR LAN,93,6368011.3,,,
4277582875,02/17/2016,2259,,,CA,201605,,CHEV,PA,GY,7527 WHITE OAK AVE,00321,53,21211B,BLK BIKE PATH OR LAN,93,6404869.6,,,
4277322884,02/19/2016,1400,,,CA,201609,,ACUR,PA,SL,701 E 4TH PL,00666,56,21211B,BLK BIKE PATH OR LAN,93,6489549.4,,,
4277582886,02/18/2016,1619,,,CA,201702,,HOND,PA,BK,7300 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277582890,02/18/2016,1620,,,CA,201610,,DODG,PA,SL,7300 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277582901,02/18/2016,1630,,,CA,201611,,GMC,OT,WT,8146 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444436.4,,,
4277582912,02/18/2016,1700,,,CA,201611,,FRHT,TK,RD,8033 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444433.6,,,
4277582960,02/18/2016,1738,,,CA,201701,,HOND,PA,GN,7300 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277583015,02/18/2016,2003,,,UT,201612,,OTHR,BU,GY,12450 VAN NUYS BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6439555.4,,,
4277780102,02/21/2016,1644,,,CA,201602,,FRHT,TK,WT,14200 MOORPARK ST,00309,53,21211B,BLK BIKE PATH OR LAN,93,6427893.9,,,
4277160650,02/22/2016,1624,,,CA,201604,,CHRY,PA,SL,17750 PLUMMER ST,00383,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277160661,02/22/2016,1626,,,AZ,201605,,HOND,PA,GY,17750 PLUMMER ST,00383,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277160672,02/22/2016,1628,,,CA,201701,,FORD,PA,WT,17750 PLUMMER ST,00383,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277298340,02/22/2016,1324,,,CA,201608,,HOND,PA,BK,100 FIGUEROA ST N,00632,56,21211B,BLK BIKE PATH OR LAN,93,6485346.1,,,
4277583391,02/21/2016,1627,,,CA,201603,,CHEV,PU,WT,7542 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6444421.5,,,
4277583413,02/21/2016,1819,,,CA,201607,,MAZD,PA,SL,8217 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6467465.4,,,
4277583435,02/21/2016,2021,,,CA,201610,,TOYT,VN,SL,8041 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LAN,93,6468478,,,
4277749195,02/22/2016,1142,,,CA,201607,,TOYT,PA,BK,4389 TUJUNGA AVE,00351,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277950574,02/22/2016,1850,,,CA,,,BMW,PA,BK,7545 RESEDA BL,00310,53,21211B,BLK BIKE PATH OR LAN,93,6399590.2,,,
4276754005,02/23/2016,1501,,,CA,201608,,HOND,PA,GY,1911 7TH ST W,00600,56,21211B,BLK BIKE PATH OR LAN,93,6478473.9,,,
4276786824,02/23/2016,1559,,,CA,201502,,FORD,CM,WT,14819 DEVONSHIRE ST,00382,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277227986,02/23/2016,1422,,,CA,201603,,BUIC,PA,GY,4048 TUJUNGA AVENUE,00317,53,21211B,BLK BIKE PATH OR LAN,93,6446997.3,,,
4277256594,02/23/2016,1841,,,CA,,,TOYT,PA,SL,2113 W SUNSET BL,00403,54,21211B,BLK BIKE PATH OR LAN,93,6481759.1,,,
4277256605,02/23/2016,1849,,,CA,11,,MERZ,PA,BK,2829 W SUNSET BL,00403,54,21211B,BLK BIKE PATH OR LAN,93,6479051.7,,,
4277256675,02/23/2016,1950,,,CA,3,,LEXS,PA,GO,4310 W SUNSET BL,00403,54,21211B,BLK BIKE PATH OR LAN,93,6475993.4,,,
4277447112,02/23/2016,1033,,,CA,,,OTHR,VN,BN,5025 YORK BLVD,00672,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277668581,02/23/2016,1236,,,CA,201606,,FORD,PU,WT,15201 POLK ST,00316,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277728711,02/23/2016,841,,,CA,201611,,OTHR,BU,WT,907 3RD ST E,00600,56,21211B,BLK BIKE PATH OR LAN,93,6484587.3,,,
4277781126,02/23/2016,2233,,,CA,201603,,INTL,TK,OT,8300 RESEDA BLVD,00317,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277781130,02/23/2016,2235,,,WA,201606,,TOYT,PA,WT,8300 RESEDA BLVD,00317,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277501281,02/24/2016,109,,,CA,201606,,OTHR,BU,YE,10725 SOUTH BROADWAY,00500,55,21211B,BLK BIKE PATH OR LAN,93,6477300.2,,,
4277583715,02/23/2016,2032,,,CA,201608,,FORD,MH,WT,6800 WHITE OAK AVE,00310,53,21211B,BLK BIKE PATH OR LAN,93,6404850.3,,,
4277749663,02/24/2016,1134,,,CA,8,,UNK,CM,BN,5257 VINELAND AVE,00351,53,21211B,BLK BIKE PATH OR LAN,93,6449668.3,,,
4273456445,02/25/2016,1756,,,CA,201604,,DODG,PU,GY,1371 SUNSET BOULEVARD,00600,56,21211B,BLK BIKE PATH OR LAN,93,6485497.9,,,
4275352841,02/25/2016,1719,,,NY,201705,,MERZ,PA,SL,615 JEFFERSON BL W,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277434512,02/25/2016,1151,,,CA,201607,,TOYT,PA,RD,1554 SUNSET BOULEVARD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4271537830,02/26/2016,1152,,,CA,201701,,FORD,PA,BN,1554 SUNSET BLVD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4271537841,02/26/2016,1154,,,CA,201608,,FORD,PU,WT,1554 SUNSET BLVD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4271537852,02/26/2016,1156,,,CA,201701,,GMC,VN,WT,1554 SUNSET BLVD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276868212,02/26/2016,1834,,,CA,201609,,JEEP,PA,BK,1824 SUNSET BL,00600,56,21211B,BLK BIKE PATH OR LAN,93,6483042.3,,,
4276868256,02/26/2016,1851,,,CA,201603,,TOYT,PU,GY,1568 SUNSET BL,00600,56,21211B,BLK BIKE PATH OR LAN,93,6483888.1,,,
4276868260,02/26/2016,1859,,,CA,201608,,CHRY,PA,BK,1442 SUNSET BOULEVARD,00600,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4276868271,02/26/2016,1903,,,CA,201611,,OTHR,PA,GY,1456 SUNSET BOULEVARD,00600,56,21211B,BLK BIKE PATH OR LAN,93,6484845,,,
4276868293,02/26/2016,1909,,,CA,201701,,FORD,PA,GY,1466 SUNSET BOULEVARD,00600,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277501922,02/26/2016,253,,,CA,201601,,FORD,MH,WT,852 SOUTH FIGUEROA STREET,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277501933,02/26/2016,257,,,CA,201611,,GMC,TK,YE,898 SOUTH FIGUEROA STREET,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277501944,02/26/2016,259,,,CA,201612,,CHEV,TK,WT,898 SOUTH FIGUEROA STREET,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277501955,02/26/2016,300,,,CA,,,MITS,PA,RD,852 SOUTH FIGUEROA STREET,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277583962,02/25/2016,1832,,,CA,201612,,FORD,PA,BK,7300 LANKERSHIM BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277583973,02/25/2016,1834,,,CA,201701,,HYUN,PA,SL,7300 LANKERSHIM BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6444415.4,,,
4277583984,02/25/2016,1837,,,CA,201606,,CHEV,PU,WT,7500 LANKERSHIM BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6444420.4,,,
4277584076,02/25/2016,2144,,,CA,201609,,FORD,PU,GY,7514 LANKERSHIM BLVD,00315,53,21211B,BLK BIKE PATH OR LAN,93,6444420.8,,,
4278132950,02/26/2016,1448,,,CA,201611,,FRHT,TK,WT,710 3RD ST E,6T8,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278180023,02/26/2016,924,,,CA,201608,,CHEV,PA,WT,3400 MISSION RD,00673,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278326021,02/26/2016,343,,,CA,201602,,FRHT,TK,BL,691 FIGUEROA ST,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277283371,02/28/2016,233,,,CA,201608,,CHEV,PA,BK,4320 EAGLE ROCK BOULEVARD,00600,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277655933,02/28/2016,822,,,CA,201612,,TOYT,PA,BK,1700 SUNSET BL,00641,56,21211B,BLK BIKE PATH OR LAN,93,6483414,,,
4278294053,02/28/2016,1104,,,AZ,201607,,NISS,PA,GY,1900 SUNSET BL,00641,56,21211B,BLK BIKE PATH OR LAN,93,6482794.9,,,
4278294064,02/28/2016,1109,,,CA,201605,,NISS,PA,SL,1532 SUNSET BOULEVARD,00641,56,21211B,BLK BIKE PATH OR LAN,93,6484068.1,,,
4278374520,02/28/2016,1624,,,CA,201612,,MERZ,PA,BK,13141 CHANDLER BLVD,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278374531,02/28/2016,1627,,,CA,201503,,MERZ,PA,WT,13501 CHANDLER BLVD,00321,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277299121,02/29/2016,1132,,,CA,201606,,DODG,PA,BK,100 FIGUEROA ST N,00632,56,21211B,BLK BIKE PATH OR LAN,93,6485346.1,,,
4277352785,02/29/2016,2033,,,CA,201602,,DODG,VN,WT,20128 DEVONSHIRE STREET,00317,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277626636,02/29/2016,1151,,,CA,201701,,DODG,VN,YE,1818 SUNSET BOULEVARD,00641,56,21211B,BLK BIKE PATH OR LAN,93,6483062.3,,,
4277626673,02/29/2016,1208,,,CA,201611,,CHEV,PA,BK,1554 SUNSET BOULEVARD,00641,56,21211B,BLK BIKE PATH OR LAN,93,6483958.1,,,
4277829172,02/29/2016,1508,,,CA,201604,,CHEV,PA,GY,102 FIGUEROA ST N,00631,56,21211B,BLK BIKE PATH OR LAN,93,6485339,,,
4278038693,02/29/2016,1356,,,CA,201606,,HOND,PA,GY,4048 TUJUNGA AVE,00317,53,21211B,BLK BIKE PATH OR LAN,93,6446997.3,,,
4278180325,02/29/2016,1245,,,CA,201603,,CHEV,PA,SL,2819 DARWIN AVE,00672,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4277181753,02/29/2016,2301,,,CA,201612,,KIA,PA,GY,4500 WOODMAN AVE,00309,53,21211B,BLK BIKE PATH OR LAN,93,6431199.6,,,
4277352800,02/29/2016,2104,,,CA,6,,INTL,TK,WT,7643 WHITE OAK AVENUE,00317,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278134534,03/01/2016,1357,,,CA,201603,,GMC,PA,GY,1568 SUNSET BLVD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278134545,03/01/2016,1400,,,CA,201609,,LEXS,PA,WT,1568 SUNSET BLVD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278134556,03/01/2016,1408,,,CA,,,CHEV,PA,BK,1498 SUNSET BLVD,00641,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278226282,03/01/2016,122,,,CA,201604,,CHEV,VN,WT,4692 EAGLE ROCK BLVD,00600,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278234402,03/01/2016,1626,,,CA,201606,,HOND,PA,GY,17738 PLUMMER STREET,00383,53,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278294510,03/01/2016,916,,,CA,201607,,CHEV,PA,GN,826 EAST 3RD STREET,00683,56,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278326566,03/01/2016,108,,,CA,201611,,CHEV,PA,RD,8965 SOUTH BROADWAY,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278326570,03/01/2016,111,,,CA,201605,,HOND,PA,GY,8965 SOUTH BROADWAY,00500,55,21211B,BLK BIKE PATH OR LAN,93,99999,,,
4278326581,03/01/2016,112,,,CA,201512,,OTHR,MH,WT,9801 SOUTH BROADWAY,00500,55,21211B,BLK BIKE PATH OR LAN,93,6477244.1,,,
4278452581,03/01/2016,837,,,PA,,,OTHR,BU,WT,813 4TH PL E,00600,56,21211B,BLK BIKE PATH OR LAN,93,6489994.4,,,
4276256670,03/02/2016,202,,,CA,,,OTHR,MH,WT,9811 RESEDA BLVD,00317,53,21211B,BLK BIKE PATH OR LAN,93,6399660,,,
4277584426,03/01/2016,1721,,,CA,201609,,CHEV,PA,BL,6705 RESEDA BL,00319,53,21211B,BLK BIKE PATH OR LAN,93,6399568.1,,,
4277584522,03/01/2016,2021,,,CA,201606,,FRHT,TK,GY,13767 FOOTHILL BLVD,00319,53,21211B,BLK BIKE PATH OR LAN,93,6430876.7,,,
4277584581,03/01/2016,2316,,,CA,201609,,NISS,PA,WT,15184 BRAND BLVD,00319,53,21211B,BLK BIKE PATH OR LAN,93,6421846.1,,,
